Longitude,Latitude,Field,Data,Crop,Altitude(m),Yield mass (tonne/ha)
-51.03498166,-22.67564666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,397.91,3.61
-51.03493666,-22.67565,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,397.81,3.157
-51.03488833,-22.67565666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,397.81,4.442
-51.03484,-22.67565666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,397.61,4.13
-51.03479999,-22.67566,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,397.91,5.456
-51.03475,-22.67566,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,397.21,4.44
-51.03470333,-22.67566166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,397.31,4.713
-51.03465166,-22.67566166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,397.11,4.311
-51.03460166,-22.67566,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,397.01,5.697
-51.03455833,-22.67566666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,397.11,4.824
-51.03450999,-22.67567833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,397.31,3.8339999999999996
-51.03445666,-22.67569166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,397.31,3.255
-51.03441,-22.67570333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,397.41,3.9189999999999996
-51.03435833,-22.67570833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,397.81,2.8339999999999996
-51.03430499,-22.67572499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,397.81,1.645
-51.03426333,-22.67573833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,398.01,2.891
-51.03421499,-22.67574499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,398.21,1.618
-51.03416999,-22.67576333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,398.21,1.652
-51.03412666,-22.67578333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,398.41,1.115
-51.03430666,-22.67580666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,399.71,0.426
-51.03435333,-22.67578166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,399.81,1.9980000000000002
-51.03440333,-22.67577499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,399.91,2.444
-51.03445166,-22.675765,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.61,3.0860000000000003
-51.03449999,-22.67575333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.71,3.9410000000000003
-51.03454499,-22.67574833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.81,3.522
-51.03458666,-22.67575166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.61,4.785
-51.03462999,-22.67574833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.91,3.556
-51.03467166,-22.67574499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.21,3.3160000000000003
-51.03472,-22.67574666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.01,3.5180000000000002
-51.03476833,-22.67574333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.21,3.553
-51.03481833,-22.67574333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.01,2.331
-51.034865,-22.67574166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.91,3.7289999999999996
-51.03492166,-22.67574499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.71,3.097
-51.034975,-22.675729999999998,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.71,3.333
-51.03503,-22.67571833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.11,3.373
-51.03507666,-22.67570499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.21,3.227
-51.03512666,-22.675695,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.91,2.292
-51.03517499,-22.67568333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.11,2.7889999999999997
-51.03521999,-22.675675,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.11,2.867
-51.03526833,-22.67565666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.41,2.5180000000000002
-51.03531666,-22.67563999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.81,4.321000000000001
-51.03535833,-22.67562666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.81,4.821000000000001
-51.03539999,-22.67562333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.41,3.988
-51.03545166,-22.67560333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.71,3.4
-51.03548833,-22.67558666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.21,5.04
-51.035540000000005,-22.67556666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.21,3.012
-51.03559,-22.67554333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.91,4.391
-51.03563499,-22.67551999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.01,3.745
-51.03568833,-22.675504999999998,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.71,4.15
-51.03574166,-22.67548999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.61,3.477
-51.0358,-22.67547999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.31,4.398
-51.03583333,-22.67547666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.91,4.82
-51.03589,-22.67546666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.51,3.358
-51.03593666,-22.67545333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.81,4.916
-51.03598,-22.67544833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.61,5.204
-51.03602333,-22.67543666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.31,3.446
-51.03606833,-22.67542666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.41,3.076
-51.03609499,-22.675420000000003,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.91,5.452999999999999
-51.03612499,-22.67540333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.81,1.777
-51.03613666,-22.67538666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.61,2.108
-51.03616333,-22.67536666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.31,1.099
-51.03619999,-22.67535666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.51,1.692
-51.03623499,-22.67535499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.41,2.67
-51.03627499,-22.67535499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.21,2.6210000000000004
-51.03631333,-22.67536999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.31,2.926
-51.03635833,-22.675365,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.61,2.699
-51.03640666,-22.67534333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.21,2.508
-51.036445,-22.675320000000003,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.71,3.2310000000000003
-51.03649166,-22.67530833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.41,3.135
-51.03653833,-22.67528499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.91,3.7030000000000003
-51.03658666,-22.67525833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.01,3.057
-51.03662833,-22.67524333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.91,3.766
-51.03667666,-22.67522166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.31,3.795
-51.03671999,-22.67520333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.81,4.426
-51.03676833,-22.67517999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.61,3.7239999999999998
-51.03681666,-22.67515666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.21,3.45
-51.03685499,-22.67513833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.71,4.9239999999999995
-51.03690666,-22.67511999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.91,3.995
-51.03694833,-22.67509833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.51,3.1310000000000002
-51.03699166,-22.67508666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.01,4.684
-51.03701833,-22.67506999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.81,5.791
-51.037055,-22.67506166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.31,5.909
-51.03709499,-22.675045,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.01,3.575
-51.03713666,-22.67501666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.91,2.929
-51.03717166,-22.67499833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.51,4.525
-51.03721666,-22.67498166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.81,2.306
-51.03726499,-22.67496499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.31,4.271
-51.03730166,-22.674935,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.21,4.792
-51.037345,-22.67490999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.81,3.282
-51.03738499,-22.67488333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.41,3.969
-51.03743166,-22.67485333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.91,4.228
-51.03747499,-22.67483499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.91,5.143
-51.03751833,-22.67481166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.01,4.533
-51.03755833,-22.674775,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.11,4.673
-51.0376,-22.67473333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.11,3.748
-51.03764333,-22.67470333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.21,4.25
-51.03769333,-22.67466833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.51,4.39
-51.03773833,-22.67464166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.91,4.885
-51.03777833,-22.67460333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.01,4.243
-51.03781999,-22.674570000000003,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.71,3.255
-51.03785833,-22.67453833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.51,3.075
-51.03789666,-22.67450333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.01,3.0980000000000003
-51.037935,-22.67447166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.21,4.151
-51.037975,-22.67443999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.41,3.685
-51.03800333,-22.67439333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.61,3.9539999999999997
-51.03803333,-22.67435333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.21,3.455
-51.03805833,-22.67430166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.21,3.628
-51.038084999999995,-22.67425666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.41,3.318
-51.03809833,-22.67421833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.21,4.652
-51.038109999999996,-22.67417666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.81,5.295
-51.038125,-22.67412999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.51,3.734
-51.03814166,-22.67408333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.71,4.381
-51.03816,-22.67403999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.61,4.614
-51.03816833,-22.67399499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.11,3.762
-51.03817833,-22.67394833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.01,3.807
-51.03819166,-22.67390333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.91,3.885
-51.03820333,-22.67385333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.81,3.978
-51.038215,-22.67381166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.81,3.88
-51.03823166,-22.67376999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.71,5.187
-51.03824666,-22.67372166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.71,3.217
-51.03825499,-22.67367166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.51,4.158
-51.03825833,-22.67360833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.71,2.217
-51.038265,-22.67355666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.11,4.098
-51.03825833,-22.67351,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.91,3.4530000000000003
-51.03825333,-22.67346333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.91,3.741
-51.03824166,-22.67341333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.31,3.739
-51.03822666,-22.67336333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.21,3.4139999999999997
-51.038215,-22.67331,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.81,6.586
-51.0382,-22.67326166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.81,4.441
-51.03817666,-22.67321499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.21,3.449
-51.03815333,-22.67316666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.21,1.4080000000000001
-51.03810833,-22.67314333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.91,0.785
-51.03801166,-22.67306499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.61,2.195
-51.03812666,-22.67311666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,399.71,3.82
-51.03816,-22.67313166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.31,3.51
-51.03820333,-22.67315999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.11,3.2039999999999997
-51.03822833,-22.67320333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.41,2.6039999999999996
-51.03825833,-22.67324833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.51,3.284
-51.038275,-22.67328833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.71,3.5
-51.03828666,-22.67333666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.01,3.315
-51.03830166,-22.67338166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.41,3.0989999999999998
-51.038305,-22.67343166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.61,3.1719999999999997
-51.03830833,-22.67348333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.71,3.532
-51.038309999999996,-22.67353666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.51,3.2910000000000004
-51.03830833,-22.67358833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.81,3.492
-51.03829833,-22.67363499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.61,3.9330000000000003
-51.03829833,-22.67368333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.11,3.8989999999999996
-51.03828666,-22.67372999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.41,4.342
-51.03827666,-22.67377333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.61,3.9589999999999996
-51.038265,-22.67382333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.01,4.114
-51.03825333,-22.67387166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.81,3.9210000000000003
-51.038235,-22.67392166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.71,2.824
-51.03821666,-22.67396666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.61,3.986
-51.03820166,-22.674015,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.11,3.409
-51.03819666,-22.67405499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.51,4.359
-51.03818333,-22.67410333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.51,3.801
-51.03817833,-22.67415166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.41,2.878
-51.03816833,-22.67419333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.91,3.7680000000000002
-51.03815333,-22.67423666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.01,3.512
-51.03813666,-22.67428666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.81,3.326
-51.03811333,-22.67433833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.21,3.082
-51.03809333,-22.67437499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.31,4.64
-51.038065,-22.67440999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.51,4.493
-51.038035,-22.67444833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.31,3.0780000000000003
-51.03801166,-22.67448666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.51,4.268
-51.03797166,-22.67452333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.61,3.8289999999999997
-51.037929999999996,-22.67455333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.41,4.8660000000000005
-51.03789833,-22.67458666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.01,2.4619999999999997
-51.03786666,-22.67461333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.21,4.855
-51.03782833,-22.674645,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.41,3.9530000000000003
-51.03778833,-22.67467166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.51,4.614
-51.03775,-22.67470499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.71,3.616
-51.03771833,-22.67473833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.91,4.026
-51.03767999,-22.67476166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.91,3.678
-51.03763666,-22.67478833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.71,4.032
-51.03759333,-22.67482666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.71,3.9160000000000004
-51.03754833,-22.67485166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.81,3.0610000000000004
-51.03750833,-22.674870000000002,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.11,3.838
-51.03746333,-22.67488999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.41,3.406
-51.03742166,-22.67492166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.31,3.412
-51.03738166,-22.67494166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.31,2.9619999999999997
-51.03734333,-22.67496666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.21,3.865
-51.03730333,-22.67499499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.21,3.639
-51.03725833,-22.67501333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.81,2.9389999999999996
-51.037209999999995,-22.67503833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.61,2.125
-51.03716666,-22.67506666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.31,4.0
-51.03712333,-22.67509333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.51,3.4339999999999997
-51.03707833,-22.67510833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.71,4.237
-51.03703,-22.67513833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.71,2.592
-51.03698333,-22.67515833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.21,3.852
-51.03692999,-22.67517333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.11,3.753
-51.03688666,-22.675185,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.51,3.852
-51.03684166,-22.675195000000002,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.61,3.347
-51.03679833,-22.67520999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.31,3.147
-51.03674999,-22.67522833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.41,3.565
-51.03670833,-22.67524666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.41,3.4939999999999998
-51.03666499,-22.67526666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.11,3.011
-51.036625,-22.67529,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.01,4.341
-51.03657833,-22.67531166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.31,3.0989999999999998
-51.03653999,-22.67533166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.21,2.5839999999999996
-51.03650333,-22.67535166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.01,2.615
-51.03646333,-22.67536999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.01,2.407
-51.03642666,-22.67538166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.01,3.9019999999999997
-51.03638666,-22.67539833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.11,2.434
-51.03634333,-22.67540666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.21,3.687
-51.03629666,-22.67541,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.31,4.922
-51.03626166,-22.67540833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.31,5.919
-51.03623833,-22.67541666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.11,5.23
-51.03619999,-22.675425,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.01,3.037
-51.03615833,-22.675435,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.01,3.323
-51.03611666,-22.67544833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.11,2.945
-51.03606833,-22.67546833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.91,3.037
-51.03602166,-22.675485000000002,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.51,3.612
-51.03598166,-22.67549666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.51,4.723
-51.03592666,-22.67551166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.31,2.989
-51.035875,-22.67552833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.31,3.57
-51.03583333,-22.67553833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.61,2.636
-51.03578666,-22.67555499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.51,3.319
-51.035740000000004,-22.67556499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.71,4.611000000000001
-51.03569166,-22.67558166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.61,3.069
-51.03563999,-22.67559499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.91,2.734
-51.03559499,-22.675604999999997,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.81,4.078
-51.03555333,-22.67562333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.71,4.122
-51.03550666,-22.67564333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.41,2.958
-51.03546333,-22.67566333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.21,3.49
-51.03541666,-22.67567833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.11,3.385
-51.03536333,-22.67568833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.41,2.306
-51.03532166,-22.67569666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.21,3.839
-51.035284999999995,-22.67571333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.21,3.452
-51.03523833,-22.67572499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.31,2.6839999999999997
-51.03519666,-22.67574333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.01,2.8169999999999997
-51.03515166,-22.67575,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.91,2.908
-51.03509666,-22.67576166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.71,2.841
-51.03504833,-22.67576833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.91,2.6069999999999998
-51.03499833,-22.67576833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.41,1.499
-51.03494166,-22.67577499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.91,1.3330000000000002
-51.03489166,-22.67577666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.61,2.117
-51.03483166,-22.67578166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.41,1.306
-51.03477999,-22.67578333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.21,1.8969999999999998
-51.03471833,-22.67578499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.41,1.258
-51.03465999,-22.67578499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.71,0.9440000000000001
-51.03460166,-22.67578999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.81,0.8740000000000001
-51.03454499,-22.67579333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.61,0.645
-51.03515333,-22.67579166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.41,0.878
-51.03518499,-22.67578333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.51,2.004
-51.03521333,-22.67577499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.71,2.0780000000000003
-51.03524833,-22.67577499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.81,2.24
-51.03529499,-22.67577499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.71,1.867
-51.03535,-22.67576833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.51,2.097
-51.03539833,-22.67576833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.41,3.628
-51.03545,-22.67576,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.31,4.236000000000001
-51.03549666,-22.67576166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.41,4.083
-51.03554333,-22.67576333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.71,4.187
-51.03559499,-22.675755,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.91,2.496
-51.03562499,-22.675755,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.91,4.478
