Longitude,Latitude,Field,Data,Crop,Altitude(m),Yield mass (tonne/ha)
-51.03962349,-22.67406117,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.44,4.9910000000000005
-51.03962594,-22.67408765,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.03,5.71
-51.03963571,-22.67411431,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.2,4.3260000000000005
-51.03964094,-22.67413931,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.2,4.203
-51.03963882,-22.67415793,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.74,4.772
-51.03962993,-22.67418676,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.89,6.415
-51.03962594,-22.67421144,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.52,5.51
-51.03962094,-22.67424265,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.24,5.337999999999999
-51.03961833,-22.67426925,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.24,4.802
-51.039615000000005,-22.67430091,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.19,6.497000000000001
-51.03960999,-22.67433425,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.04,4.8069999999999995
-51.03961261,-22.67436765,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.25,4.869
-51.03960973,-22.67439106,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.14,4.7989999999999995
-51.03960886,-22.67441767,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.97,4.617
-51.03961109,-22.674452600000002,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.44,4.6739999999999995
-51.03960914,-22.67448763,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.29,3.7430000000000003
-51.03959659,-22.6745201,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.99,4.478
-51.03958687,-22.67454027,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.94,4.633
-51.03958166,-22.67456258,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.21,4.843999999999999
-51.03958081,-22.6745943,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.44,4.317
-51.03958049,-22.6746246,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.13,3.248
-51.03957215,-22.67465793,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.04,3.38
-51.03955683,-22.6746845,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.29,4.084
-51.03955783,-22.67468024,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.23,2.4659999999999997
-51.03955666,-22.67470425,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.21,3.588
-51.03954687,-22.6747286,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.54,3.9619999999999997
-51.0395364,-22.67475439,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.59,3.503
-51.03952666,-22.67477758,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.31,3.668
-51.03952427,-22.67480477,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.8,3.51
-51.03951183,-22.6748345,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.65,3.542
-51.03949594,-22.67486477,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.83,4.087
-51.03948187,-22.67489527,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.59,5.023
-51.03946158,-22.67492444,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.99,4.243
-51.03944457,-22.67495158,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.64,5.157
-51.03943125,-22.674982699999997,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.73,5.05
-51.03942193,-22.67501106,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.72,3.733
-51.03940252,-22.67503637,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.78,3.5039999999999996
-51.03937804,-22.67505456,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.84,5.155
-51.03936306,-22.67507939,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.76,5.207999999999999
-51.03935683,-22.6751095,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.49,4.71
-51.03934203,-22.67514037,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.64,3.8169999999999997
-51.03932666,-22.67517091,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.59,4.871
-51.03930761,-22.67519644,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.74,4.702
-51.03929071,-22.67521604,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.51,3.6430000000000002
-51.03926849,-22.67524283,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.44,5.468
-51.03924589,-22.67527244,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.54,4.8069999999999995
-51.03922069,-22.67530301,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.21,5.691
-51.03920549,-22.6753296,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.25,4.183
-51.03918752,-22.67535137,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.94,4.138999999999999
-51.03915671,-22.67536829,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,387.24,4.883
-51.03913594,-22.67538311,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.9,4.676
-51.0391187,-22.67540704,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.91,5.045
-51.03908714,-22.67543559,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.6,3.8560000000000003
-51.03906370000001,-22.67545704,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.2,3.9389999999999996
-51.03903922,-22.675479100000004,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.04,3.478
-51.03900617,-22.67549756,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.13,3.9560000000000004
-51.03897171,-22.67551829,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.19,4.52
-51.03894703,-22.675538699999997,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.9,5.307
-51.03892671,-22.67556163,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.59,4.794
-51.03890022,-22.67558019,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.08,4.169
-51.03887171,-22.67559996,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.29,4.652
-51.03883452,-22.67562437,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.21,3.165
-51.03878738,-22.67564271,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.07,5.532
-51.0389191,-22.67564422,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.54,11.82
-51.03894452,-22.675624399999997,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.24,8.894
-51.03898043,-22.67561,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.34,5.715
-51.03901594,-22.67560395,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.13,3.693
-51.03905884,-22.67560245,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.19,3.125
-51.03909922,-22.67560049,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.1,4.008
-51.03912884,-22.67559754,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.59,3.593
-51.03917048,-22.67559097,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.48,3.221
-51.03920886,-22.67558897,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.32,3.114
-51.03925071,-22.67559003,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.3,3.4619999999999997
-51.03929902,-22.67559337,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.68,3.321
-51.03935618,-22.67560392,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.86,3.6180000000000003
-51.03939256,-22.67561616,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.1,2.289
-51.03949786,-22.67573377,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.35,3.54
-51.03953894,-22.67574865,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.22,8.83
-51.03948393,-22.67564716,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.63,1.465
-51.03947844,-22.67563344,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.74,0.506
-51.03947414,-22.67561236,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.0,0.863
-51.03946953,-22.67557622,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.79,2.057
-51.03948537,-22.67554052,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.64,2.5140000000000002
-51.03950499,-22.67551074,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.86,3.282
-51.03952922,-22.67548383,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.18,2.593
-51.03955657,-22.6754598,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.14,3.3289999999999997
-51.03957823,-22.67543313,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.32,3.0469999999999997
-51.03960862,-22.67540876,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.94,3.262
-51.03962796,-22.67538129,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.22,3.4339999999999997
-51.0396597,-22.67535969,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.03,2.812
-51.0396841,-22.67534589,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.93,3.085
-51.03971231,-22.67532317,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.78,3.46
-51.0397241,-22.67531255,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.6,5.591
-51.03971687,-22.675313600000003,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.98,2.513
-51.03973796,-22.67530462,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.25,2.786
-51.03975166,-22.67527908,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.24,2.5789999999999997
-51.0397741,-22.67525589,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.44,2.89
-51.03979174,-22.67522389,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.08,2.531
-51.03981506,-22.67519656,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.09,3.1919999999999997
-51.03983786,-22.67515789,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.79,3.241
-51.03986364,-22.67512836,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.64,3.466
-51.03988129,-22.67509876,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.58,2.9219999999999997
-51.03989963,-22.67507129,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.18,2.888
-51.03990983,-22.67503716,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.19,3.0580000000000003
-51.03993031,-22.67500669,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.48,3.2289999999999996
-51.03993613,-22.67497398,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.24,2.984
-51.0399378,-22.67494117,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.72,3.2489999999999997
-51.03994666,-22.67490741,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.74,3.193
-51.03994499,-22.67487408,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.57,3.128
-51.03994738,-22.67483355,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.54,3.262
-51.03994784,-22.67480039,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.84,3.489
-51.03995333,-22.67476908,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.98,3.4
-51.03994864,-22.67472669,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.18,3.405
-51.03995362,-22.67469709,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.38,3.3760000000000003
-51.03994806,-22.674660600000003,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.16,2.958
-51.03994499,-22.67462074,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.84,3.823
-51.03994006,-22.67458989,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.04,2.884
-51.03993183,-22.67455716,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.83,3.355
-51.03992248,-22.67452569,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.89,3.1210000000000004
-51.03992238,-22.67449068,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.04,2.983
-51.039905,-22.67444908,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.44,3.431
-51.03989569,-22.67441031,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.25,3.576
-51.03989071,-22.67437571,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.58,3.2039999999999997
-51.03989094,-22.67434401,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.44,3.597
-51.03988833,-22.67431241,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.34,3.386
-51.03988666,-22.67427741,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.26,3.343
-51.03988016,-22.67424882,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.24,3.014
-51.03986870000001,-22.67421709,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.08,3.355
-51.03986674,-22.67418055,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.14,3.543
-51.03986666,-22.67413574,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.99,2.83
-51.03986537,-22.67410376,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.04,2.059
-51.03984999,-22.67407241,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.69,3.932
-51.03984779,-22.67404232,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.78,9.457
-51.03985333,-22.67403408,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.09,2.355
-51.03984571,-22.67398904,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.87,2.693
-51.03984063,-22.67394738,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.78,2.5780000000000003
-51.03982729,-22.67391534,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.69,2.595
-51.0398214,-22.67387393,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.41,2.451
-51.0398447,-22.67382802,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.33,2.102
-51.03985683,-22.67380195,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.41,2.365
-51.03986571,-22.67377737,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.43,1.4680000000000002
-51.03986183,-22.67374716,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.44,1.9509999999999998
-51.03983546,-22.67372289,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.75,2.0909999999999997
-51.03981833,-22.67369241,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.39,2.102
-51.03979594,-22.67366022,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.34,2.557
-51.0397829,-22.67362508,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.44,2.367
-51.03976581,-22.67359069,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.49,2.912
-51.03975806,-22.67355226,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.18,2.92
-51.03974958,-22.67351063,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.08,3.065
-51.0397414,-22.673485600000003,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.76,3.264
-51.03974062,-22.67345534,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.62,2.989
-51.03972973,-22.67341726,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.58,2.9360000000000004
-51.03972009,-22.67339146,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.72,3.013
-51.03970158,-22.67336055,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.44,3.161
-51.0396914,-22.673315600000002,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.02,2.755
-51.03969333,-22.67328574,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,381.69,3.0789999999999997
-51.03968779,-22.67324398,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.17,3.008
-51.03968927,-22.67321522,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.54,2.9189999999999996
-51.03967905,-22.67318234,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.4,3.114
-51.03966589,-22.67314589,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.41,3.1289999999999996
-51.03965833,-22.67312074,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.04,3.077
-51.03965063,-22.67307905,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.06,3.1660000000000004
-51.03964895,-22.67304867,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.39,3.091
-51.03964595,-22.67301071,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.3,2.766
-51.03963703,-22.67297209,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.48,3.074
-51.03961492,-22.67293055,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.8,2.948
-51.039615000000005,-22.67289741,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.56,2.98
-51.03961359,-22.6728756,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.39,2.2319999999999998
-51.03962261,-22.67287734,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.2,2.682
-51.03961094,-22.67285401,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.2,2.7289999999999996
-51.03959825,-22.67281722,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.64,2.6189999999999998
-51.03959081,-22.67278069,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.69,2.937
-51.03958248,-22.67274403,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.54,3.2039999999999997
-51.03957571,-22.67270904,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.6,3.3089999999999997
-51.03956914,-22.67266569,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.59,3.748
-51.03956325,-22.67263389,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.79,3.068
-51.03954833,-22.67260241,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.95,3.0460000000000003
-51.03954594,-22.67257068,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.54,3.117
-51.03953738,-22.67253571,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.68,2.9939999999999998
-51.03953333,-22.67250908,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.7,3.167
-51.03952613,-22.67247732,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.77,3.411
-51.03952279,-22.67245398,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.94,3.0189999999999997
-51.03951553,-22.67242565,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.21,2.8160000000000003
-51.03950895,-22.67239034,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.22,3.435
-51.03950386,-22.67235784,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.7,3.002
-51.0394879,-22.67231175,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.01,3.821
-51.03948166,-22.67228408,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.64,3.068
-51.03947238,-22.67224571,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,382.95,2.5780000000000003
-51.03947581,-22.67221736,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.14,2.471
-51.03947538,-22.67219961,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.64,5.178999999999999
-51.03947326,-22.67216489,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.29,2.245
-51.03946325,-22.67213222,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.44,3.168
-51.03945779,-22.67210232,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.31,2.5380000000000003
-51.03944927,-22.67207022,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.56,3.4139999999999997
-51.03944658,-22.67204389,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.04,2.267
-51.03943999,-22.67200241,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.04,2.657
-51.03943928,-22.67197071,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.45,1.57
-51.03936263,-22.67197634,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.87,0.56
-51.03937,-22.67202279,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.07,1.7009999999999998
-51.0393815,-22.67207117,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.85,2.303
-51.03938446,-22.67210934,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.37,2.312
-51.03939563,-22.67215261,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.06,2.6069999999999998
-51.039401500000004,-22.6721945,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.88,2.432
-51.03939603,-22.67223594,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.54,2.576
-51.03939666,-22.67227425,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.28,2.8310000000000004
-51.03940571,-22.67231595,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.37,3.293
-51.03941208,-22.6723527,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.4,2.481
-51.039422200000004,-22.67239601,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.68,3.075
-51.03942251,-22.672424300000003,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.64,3.24
-51.03942428,-22.67245928,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.97,3.09
-51.03942193,-22.67248273,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.21,3.197
-51.039427200000006,-22.67251267,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.24,3.3310000000000004
-51.03943021,-22.67254027,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.37,3.06
-51.03943053,-22.67256934,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.34,4.311
-51.03943874,-22.67260936,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.82,3.713
-51.03944581,-22.67264596,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.39,4.703
-51.03945816,-22.67268117,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.49,4.852
-51.03946928,-22.67272095,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.44,3.938
-51.03947816,-22.67275283,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.33,3.589
-51.03949,-22.67279112,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.77,3.67
-51.03950572,-22.67282644,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.79,2.72
-51.03952244,-22.67285244,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.07,2.469
-51.03955604,-22.67288298,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.09,3.0010000000000003
-51.03966333,-22.67287741,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.95,0.762
-51.03963033,-22.67283963,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.37,0.932
-51.03953625,-22.67276229,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.54,9.305
-51.03952436,-22.67271233,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.51,6.016
-51.03952069,-22.67266365,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.34,5.667999999999999
-51.03950736,-22.67262031,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.61,4.388999999999999
-51.03949896,-22.67257571,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.68,4.874
-51.039482299999996,-22.67252738,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,384.34,4.224
-51.03946473,-22.67248226,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,383.76,7.885
-51.03950549,-22.67285821,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.74,3.39
-51.03951405,-22.67289811,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.94,4.705
-51.03952418,-22.67293096,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.1,4.579
-51.03953006,-22.67296176,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.14,2.963
-51.03953333,-22.67299425,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.44,2.8139999999999996
-51.03953918,-22.67303763,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.34,5.103
-51.03954166,-22.67306258,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.6,5.649
-51.03954914,-22.67309596,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.54,5.167999999999999
-51.03956022,-22.67313335,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.2,4.074
-51.03957666,-22.67317925,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.49,2.8289999999999997
-51.039584999999995,-22.67321258,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.11,2.5980000000000003
-51.03959715,-22.67325155,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,385.91,3.092
-51.03961193,-22.67328606,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.17,3.153
-51.03961507,-22.67331777,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.29,3.71
-51.03962053,-22.67334601,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.58,4.072
-51.03963193,-22.67338106,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.74,4.686
-51.03963693,-22.67341439,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,387.17,2.821
-51.03965026,-22.67345606,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,387.16,2.7910000000000004
-51.03965816,-22.6734895,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.83,2.762
-51.03967166,-22.67352758,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.94,2.815
-51.03967738,-22.67356928,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,387.01,2.877
-51.03967816,-22.67360137,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,387.0,3.194
-51.03968166,-22.67362925,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.45,3.333
-51.03969081,-22.673664300000002,TALHAO 6,17/03/04-14:04:12 (2008711523),SOJA,386.34,2.7569999999999997
